name,team,position,position_group,year,draft_control
Jack Mara,Giants,Co-Owner,Owner,1962,0
Wellington Mara,Giants,Co-Owner,Owner,1962,0
Ray Walsh,Giants,General Manager,General Manager,1963,1
Jack Mara,Giants,Co-Owner,Owner,1963,0
Wellington Mara,Giants,Co-Owner,Owner,1963,0
Ray Walsh,Giants,General Manager,General Manager,1964,1
Jack Mara,Giants,Co-Owner,Owner,1964,0
Wellington Mara,Giants,Co-Owner,Owner,1964,0
Ray Walsh,Giants,General Manager,General Manager,1965,1
Tim J. Mara,Giants,Co-Owner,Owner,1965,0
Wellington Mara,Giants,Co-Owner,Owner,1965,0
Ray Walsh,Giants,General Manager,General Manager,1966,1
Tim J. Mara,Giants,Co-Owner,Owner,1966,0
Wellington Mara,Giants,Co-Owner,Owner,1966,0
Ray Walsh,Giants,General Manager,General Manager,1967,1
Tim J. Mara,Giants,Co-Owner,Owner,1967,0
Wellington Mara,Giants,Co-Owner,Owner,1967,0
Ray Walsh,Giants,General Manager,General Manager,1968,1
Tim J. Mara,Giants,Co-Owner,Owner,1968,0
Wellington Mara,Giants,Co-Owner,Owner,1968,0
Ray Walsh,Giants,General Manager,General Manager,1969,1
Tim J. Mara,Giants,Co-Owner,Owner,1969,0
Wellington Mara,Giants,Co-Owner,Owner,1969,0
Ray Walsh,Giants,General Manager,General Manager,1970,1
Tim J. Mara,Giants,Co-Owner,Owner,1970,0
Wellington Mara,Giants,Co-Owner,Owner,1970,0
Ray Walsh,Giants,General Manager,General Manager,1971,1
Tim J. Mara,Giants,Co-Owner,Owner,1971,0
Wellington Mara,Giants,Co-Owner,Owner,1971,0
Ray Walsh,Giants,General Manager,General Manager,1972,1
Tim J. Mara,Giants,Co-Owner,Owner,1972,0
Wellington Mara,Giants,Co-Owner,Owner,1972,0
Ray Walsh,Giants,General Manager,General Manager,1973,1
Tim J. Mara,Giants,Co-Owner,Owner,1973,0
Wellington Mara,Giants,Co-Owner,Owner,1973,0
Andy Robustelli,Giants,General Manager,General Manager,1974,1
Tim J. Mara,Giants,Co-Owner,Owner,1974,0
Wellington Mara,Giants,Co-Owner,Owner,1974,0
Andy Robustelli,Giants,General Manager,General Manager,1975,1
Tim J. Mara,Giants,Co-Owner,Owner,1975,0
Wellington Mara,Giants,Co-Owner,Owner,1975,0
Andy Robustelli,Giants,General Manager,General Manager,1976,1
Tim J. Mara,Giants,Co-Owner,Owner,1976,0
Wellington Mara,Giants,Co-Owner,Owner,1976,0
Andy Robustelli,Giants,General Manager,General Manager,1977,1
Tim J. Mara,Giants,Co-Owner,Owner,1977,0
Wellington Mara,Giants,Co-Owner,Owner,1977,0
Andy Robustelli,Giants,General Manager,General Manager,1978,1
Tim J. Mara,Giants,Co-Owner,Owner,1978,0
Wellington Mara,Giants,Co-Owner,Owner,1978,0
George Young,Giants,General Manager,General Manager,1979,1
Tim J. Mara,Giants,Co-Owner,Owner,1979,0
Wellington Mara,Giants,Co-Owner,Owner,1979,0
George Young,Giants,General Manager,General Manager,1980,1
Tim J. Mara,Giants,Co-Owner,Owner,1980,0
Wellington Mara,Giants,Co-Owner,Owner,1980,0
George Young,Giants,General Manager,General Manager,1981,1
Tim J. Mara,Giants,Co-Owner,Owner,1981,0
Wellington Mara,Giants,Co-Owner,Owner,1981,0
George Young,Giants,General Manager,General Manager,1982,1
Tim J. Mara,Giants,Co-Owner,Owner,1982,0
Wellington Mara,Giants,Co-Owner,Owner,1982,0
George Young,Giants,General Manager,General Manager,1983,1
Tim J. Mara,Giants,Co-Owner,Owner,1983,0
Wellington Mara,Giants,Co-Owner,Owner,1983,0
George Young,Giants,General Manager,General Manager,1984,1
Tim J. Mara,Giants,Co-Owner,Owner,1984,0
Wellington Mara,Giants,Co-Owner,Owner,1984,0
George Young,Giants,General Manager,General Manager,1985,1
Tim J. Mara,Giants,Co-Owner,Owner,1985,0
Wellington Mara,Giants,Co-Owner,Owner,1985,0
George Young,Giants,General Manager,General Manager,1986,1
Tim J. Mara,Giants,Co-Owner,Owner,1986,0
Wellington Mara,Giants,Co-Owner,Owner,1986,0
George Young,Giants,General Manager,General Manager,1987,1
Tim J. Mara,Giants,Co-Owner,Owner,1987,0
Wellington Mara,Giants,Co-Owner,Owner,1987,0
George Young,Giants,General Manager,General Manager,1988,1
Tim J. Mara,Giants,Co-Owner,Owner,1988,0
Wellington Mara,Giants,Co-Owner,Owner,1988,0
George Young,Giants,General Manager,General Manager,1989,1
Tim J. Mara,Giants,Co-Owner,Owner,1989,0
Wellington Mara,Giants,Co-Owner,Owner,1989,0
George Young,Giants,General Manager,General Manager,1990,1
Tim J. Mara,Giants,Co-Owner,Owner,1990,0
Wellington Mara,Giants,Co-Owner,Owner,1990,0
George Young,Giants,General Manager,General Manager,1991,1
Wellington Mara,Giants,Co-Owner,Owner,1991,0
Bob Tisch,Giants,Co-Owner,Owner,1991,0
George Young,Giants,General Manager,General Manager,1992,1
Wellington Mara,Giants,Co-Owner,Owner,1992,0
Bob Tisch,Giants,Co-Owner,Owner,1992,0
George Young,Giants,General Manager,General Manager,1993,1
Wellington Mara,Giants,Co-Owner,Owner,1993,0
Bob Tisch,Giants,Co-Owner,Owner,1993,0
George Young,Giants,General Manager,General Manager,1994,1
Wellington Mara,Giants,Co-Owner,Owner,1994,0
Bob Tisch,Giants,Co-Owner,Owner,1994,0
George Young,Giants,General Manager,General Manager,1995,1
Wellington Mara,Giants,Co-Owner,Owner,1995,0
Bob Tisch,Giants,Co-Owner,Owner,1995,0
George Young,Giants,General Manager,General Manager,1996,1
Wellington Mara,Giants,Co-Owner,Owner,1996,0
Bob Tisch,Giants,Co-Owner,Owner,1996,0
George Young,Giants,General Manager,General Manager,1997,1
Wellington Mara,Giants,Co-Owner,Owner,1997,0
Bob Tisch,Giants,Co-Owner,Owner,1997,0
Ernie Accorsi,Giants,General Manager,General Manager,1998,1
Wellington Mara,Giants,Co-Owner,Owner,1998,0
Bob Tisch,Giants,Co-Owner,Owner,1998,0
Ernie Accorsi,Giants,General Manager,General Manager,1999,1
Wellington Mara,Giants,Co-Owner,Owner,1999,0
Bob Tisch,Giants,Co-Owner,Owner,1999,0
Ernie Accorsi,Giants,General Manager,General Manager,2000,1
Wellington Mara,Giants,Co-Owner,Owner,2000,0
Bob Tisch,Giants,Co-Owner,Owner,2000,0
Ernie Accorsi,Giants,General Manager,General Manager,2001,1
Wellington Mara,Giants,Co-Owner,Owner,2001,0
Bob Tisch,Giants,Co-Owner,Owner,2001,0
Ernie Accorsi,Giants,General Manager,General Manager,2002,1
Wellington Mara,Giants,Co-Owner,Owner,2002,0
Bob Tisch,Giants,Co-Owner,Owner,2002,0
Ernie Accorsi,Giants,General Manager,General Manager,2003,1
Wellington Mara,Giants,Co-Owner,Owner,2003,0
Bob Tisch,Giants,Co-Owner,Owner,2003,0
Ernie Accorsi,Giants,General Manager,General Manager,2004,1
Wellington Mara,Giants,Co-Owner,Owner,2004,0
Bob Tisch,Giants,Co-Owner,Owner,2004,0
Ernie Accorsi,Giants,General Manager,General Manager,2005,1
Steve Tisch,Giants,Executive Vice President/Co-Owner,Owner/VP,2005,0
John Mara,Giants,President/Co-Owner,President,2005,0
Ernie Accorsi,Giants,General Manager,General Manager,2006,1
Steve Tisch,Giants,Executive Vice President/Co-Owner,Owner/VP,2006,0
John Mara,Giants,President/Co-Owner,President,2006,0
Steve Tisch,Giants,Executive Vice President/Co-Owner,Owner/VP,2007,0
John Mara,Giants,President/Co-Owner,President,2007,0
Jerry Reese,Giants,Senior VP/General Manager,VP/General Manager,2007,1
Steve Tisch,Giants,Executive Vice President/Co-Owner,Owner/VP,2008,0
John Mara,Giants,President/Co-Owner,President,2008,0
Jerry Reese,Giants,Senior VP/General Manager,VP/General Manager,2008,1
Steve Tisch,Giants,Executive Vice President/Co-Owner,Owner/VP,2009,0
John Mara,Giants,President/Co-Owner,President,2009,0
Jerry Reese,Giants,Senior VP/General Manager,VP/General Manager,2009,1
Steve Tisch,Giants,Executive Vice President/Co-Owner,Owner/VP,2010,0
John Mara,Giants,President/Co-Owner,President,2010,0
Jerry Reese,Giants,Senior VP/General Manager,VP/General Manager,2010,1
Steve Tisch,Giants,Executive Vice President/Co-Owner,Owner/VP,2011,0
John Mara,Giants,President/Co-Owner,President,2011,0
Jerry Reese,Giants,Senior VP/General Manager,VP/General Manager,2011,1
Steve Tisch,Giants,Executive Vice President/Co-Owner,Owner/VP,2012,0
John Mara,Giants,President/Co-Owner,President,2012,0
Jerry Reese,Giants,Senior VP/General Manager,VP/General Manager,2012,1
Steve Tisch,Giants,Executive Vice President/Co-Owner,Owner/VP,2013,0
John Mara,Giants,President/Co-Owner,President,2013,0
Jerry Reese,Giants,Senior VP/General Manager,VP/General Manager,2013,1
Steve Tisch,Giants,Executive Vice President/Co-Owner,Owner/VP,2014,0
John Mara,Giants,President/Co-Owner,President,2014,0
Jerry Reese,Giants,Senior VP/General Manager,VP/General Manager,2014,1
Steve Tisch,Giants,Executive Vice President/Co-Owner,Owner/VP,2015,0
John Mara,Giants,President/Co-Owner,President,2015,0
Jerry Reese,Giants,Senior VP/General Manager,VP/General Manager,2015,1
Steve Tisch,Giants,Executive Vice President/Co-Owner,Owner/VP,2016,0
John Mara,Giants,President/Co-Owner,President,2016,0
Jerry Reese,Giants,Senior VP/General Manager,VP/General Manager,2016,1
Steve Tisch,Giants,Executive Vice President/Co-Owner,Owner/VP,2017,0
John Mara,Giants,President/Co-Owner,President,2017,0
Jerry Reese,Giants,Senior VP/General Manager,VP/General Manager,2017,1
Dave Gettleman,Giants,General Manager,General Manager,2018,1
Steve Tisch,Giants,Executive Vice President/Co-Owner,Owner/VP,2018,0
John Mara,Giants,President/Co-Owner,President,2018,0
Dave Gettleman,Giants,General Manager,General Manager,2019,1
Steve Tisch,Giants,Executive Vice President/Co-Owner,Owner/VP,2019,0
John Mara,Giants,President/Co-Owner,President,2019,0
Dave Gettleman,Giants,General Manager,General Manager,2020,1
Steve Tisch,Giants,Executive Vice President/Co-Owner,Owner/VP,2020,0
John Mara,Giants,President/Co-Owner,President,2020,0
Dave Gettleman,Giants,General Manager,General Manager,2021,1
Steve Tisch,Giants,Executive Vice President/Co-Owner,Owner/VP,2021,0
John Mara,Giants,President/Co-Owner,President,2021,0
Joe Schoen,Giants,General Manager,General Manager,2022,1
Steve Tisch,Giants,Executive Vice President/Co-Owner,Owner/VP,2022,0
John Mara,Giants,President/Co-Owner,President,2022,0
Joe Schoen,Giants,General Manager,General Manager,2023,1
Steve Tisch,Giants,Executive Vice President/Co-Owner,Owner/VP,2023,0
John Mara,Giants,President/Co-Owner,President,2023,0
Joe Schoen,Giants,General Manager,General Manager,2024,1
Steve Tisch,Giants,Executive Vice President/Co-Owner,Owner/VP,2024,0
John Mara,Giants,President/Co-Owner,President,2024,0
Joe Schoen,Giants,General Manager,General Manager,2025,1
Steve Tisch,Giants,Executive Vice President/Co-Owner,Owner/VP,2025,0
John Mara,Giants,President/Co-Owner,President,2025,0
Tom Coughlin,Jaguars,Head Coach/de facto General Manager,Head Coach/General Manager,1995,1
Wayne Weaver,Jaguars,Principal Owner,Owner,1995,0
Michael Huyghue,Jaguars,VP of Football Operations,VP,1995,0
Tom Coughlin,Jaguars,Head Coach/de facto General Manager,Head Coach/General Manager,1996,1
Wayne Weaver,Jaguars,Principal Owner,Owner,1996,0
Michael Huyghue,Jaguars,VP of Football Operations,VP,1996,0
Tom Coughlin,Jaguars,Head Coach/de facto General Manager,Head Coach/General Manager,1997,1
Wayne Weaver,Jaguars,Principal Owner,Owner,1997,0
Michael Huyghue,Jaguars,VP of Football Operations,VP,1997,0
Tom Coughlin,Jaguars,Head Coach/de facto General Manager,Head Coach/General Manager,1998,1
Wayne Weaver,Jaguars,Principal Owner,Owner,1998,0
Michael Huyghue,Jaguars,VP of Football Operations,VP,1998,0
Tom Coughlin,Jaguars,Head Coach/de facto General Manager,Head Coach/General Manager,1999,1
Wayne Weaver,Jaguars,Principal Owner,Owner,1999,0
Michael Huyghue,Jaguars,VP of Football Operations,VP,1999,0
Tom Coughlin,Jaguars,Head Coach/de facto General Manager,Head Coach/General Manager,2000,1
Wayne Weaver,Jaguars,Principal Owner,Owner,2000,0
Michael Huyghue,Jaguars,VP of Football Operations,VP,2000,0
Tom Coughlin,Jaguars,Head Coach/de facto General Manager,Head Coach/General Manager,2001,1
Wayne Weaver,Jaguars,Principal Owner,Owner,2001,0
Michael Huyghue,Jaguars,VP of Football Operations,VP,2001,0
Tom Coughlin,Jaguars,Head Coach/de facto General Manager,Head Coach/General Manager,2002,1
Wayne Weaver,Jaguars,Principal Owner,Owner,2002,0
Wayne Weaver,Jaguars,Principal Owner,Owner,2003,0
James Harris,Jaguars,VP of Player Personnel,VP,2003,1
Wayne Weaver,Jaguars,Principal Owner,Owner,2004,0
James Harris,Jaguars,VP of Player Personnel,VP,2004,1
Wayne Weaver,Jaguars,Principal Owner,Owner,2005,0
James Harris,Jaguars,VP of Player Personnel,VP,2005,1
Wayne Weaver,Jaguars,Principal Owner,Owner,2006,0
James Harris,Jaguars,VP of Player Personnel,VP,2006,1
Wayne Weaver,Jaguars,Principal Owner,Owner,2007,0
James Harris,Jaguars,VP of Player Personnel,VP,2007,1
Wayne Weaver,Jaguars,Principal Owner,Owner,2008,0
James Harris,Jaguars,VP of Player Personnel,VP,2008,1
Gene Smith,Jaguars,General Manager,General Manager,2009,1
Wayne Weaver,Jaguars,Principal Owner,Owner,2009,0
Gene Smith,Jaguars,General Manager,General Manager,2010,1
Wayne Weaver,Jaguars,Principal Owner,Owner,2010,0
Gene Smith,Jaguars,General Manager,General Manager,2011,1
Wayne Weaver,Jaguars,Principal Owner,Owner,2011,0
Gene Smith,Jaguars,General Manager,General Manager,2012,1
Shahid Khan,Jaguars,Principal Owner,Owner,2012,0
David Caldwell,Jaguars,General Manager,General Manager,2013,1
Shahid Khan,Jaguars,Principal Owner,Owner,2013,0
David Caldwell,Jaguars,General Manager,General Manager,2014,1
Shahid Khan,Jaguars,Principal Owner,Owner,2014,0
David Caldwell,Jaguars,General Manager,General Manager,2015,1
Shahid Khan,Jaguars,Principal Owner,Owner,2015,0
David Caldwell,Jaguars,General Manager,General Manager,2016,1
Shahid Khan,Jaguars,Principal Owner,Owner,2016,0
David Caldwell,Jaguars,General Manager,General Manager,2017,1
Shahid Khan,Jaguars,Principal Owner,Owner,2017,0
David Caldwell,Jaguars,General Manager,General Manager,2018,1
Shahid Khan,Jaguars,Principal Owner,Owner,2018,0
David Caldwell,Jaguars,General Manager,General Manager,2019,1
Shahid Khan,Jaguars,Principal Owner,Owner,2019,0
David Caldwell,Jaguars,General Manager,General Manager,2020,1
Shahid Khan,Jaguars,Principal Owner,Owner,2020,0
Trent Baalke,Jaguars,General Manager,General Manager,2021,1
Shahid Khan,Jaguars,Principal Owner,Owner,2021,0
Trent Baalke,Jaguars,General Manager,General Manager,2022,1
Shahid Khan,Jaguars,Principal Owner,Owner,2022,0
Trent Baalke,Jaguars,General Manager,General Manager,2023,1
Shahid Khan,Jaguars,Principal Owner,Owner,2023,0
Trent Baalke,Jaguars,General Manager,General Manager,2024,1
Shahid Khan,Jaguars,Principal Owner,Owner,2024,0
James Gladstone,Jaguars,General Manager,General Manager,2025,1
Shahid Khan,Jaguars,Principal Owner,Owner,2025,0
Steve Sebo,Jets,General Manager,General Manager,1960,1
Steve Sebo,Jets,General Manager,General Manager,1961,1
George Sauer Sr.,Jets,General Manager,General Manager,1962,1
Weeb Ewbank,Jets,Head Coach/General Manager,Head Coach/General Manager,1963,1
Sonny Werblin,Jets,Majority Owner,Owner,1963,0
Leon Hess,Jets,Owner,Owner,1963,0
Weeb Ewbank,Jets,Head Coach/General Manager,Head Coach/General Manager,1964,1
Sonny Werblin,Jets,Majority Owner,Owner,1964,0
Leon Hess,Jets,Owner,Owner,1964,0
Weeb Ewbank,Jets,Head Coach/General Manager,Head Coach/General Manager,1965,1
Sonny Werblin,Jets,Majority Owner,Owner,1965,0
Leon Hess,Jets,Owner,Owner,1965,0
Weeb Ewbank,Jets,Head Coach/General Manager,Head Coach/General Manager,1966,1
Sonny Werblin,Jets,Majority Owner,Owner,1966,0
Leon Hess,Jets,Owner,Owner,1966,0
Weeb Ewbank,Jets,Head Coach/General Manager,Head Coach/General Manager,1967,1
Sonny Werblin,Jets,Majority Owner,Owner,1967,0
Leon Hess,Jets,Owner,Owner,1967,0
Weeb Ewbank,Jets,Head Coach/General Manager,Head Coach/General Manager,1968,1
Leon Hess,Jets,Owner,Owner,1968,0
Weeb Ewbank,Jets,Head Coach/General Manager,Head Coach/General Manager,1969,1
Leon Hess,Jets,Owner,Owner,1969,0
Weeb Ewbank,Jets,Head Coach/General Manager,Head Coach/General Manager,1970,1
Leon Hess,Jets,Owner,Owner,1970,0
Weeb Ewbank,Jets,Head Coach/General Manager,Head Coach/General Manager,1971,1
Leon Hess,Jets,Owner,Owner,1971,0
Weeb Ewbank,Jets,Head Coach/General Manager,Head Coach/General Manager,1972,1
Leon Hess,Jets,Owner,Owner,1972,0
Weeb Ewbank,Jets,Head Coach/General Manager,Head Coach/General Manager,1973,1
Leon Hess,Jets,Owner,Owner,1973,0
Weeb Ewbank,Jets,Head Coach/General Manager,Head Coach/General Manager,1974,1
Leon Hess,Jets,Owner,Owner,1974,0
Al Ward,Jets,General Manager,General Manager,1975,1
Leon Hess,Jets,Owner,Owner,1975,0
Al Ward,Jets,General Manager,General Manager,1976,1
Leon Hess,Jets,Owner,Owner,1976,0
Leon Hess,Jets,Owner,Owner,1977,0
Jim Kensil,Jets,President/General Manager,President/General Manager,1977,1
Leon Hess,Jets,Owner,Owner,1978,0
Jim Kensil,Jets,President/General Manager,President/General Manager,1978,1
Leon Hess,Jets,Owner,Owner,1979,0
Jim Kensil,Jets,President/General Manager,President/General Manager,1979,1
Leon Hess,Jets,Owner,Owner,1980,0
Jim Kensil,Jets,President/General Manager,President/General Manager,1980,1
Leon Hess,Jets,Owner,Owner,1981,0
Jim Kensil,Jets,President/General Manager,President/General Manager,1981,1
Leon Hess,Jets,Owner,Owner,1982,0
Jim Kensil,Jets,President/General Manager,President/General Manager,1982,1
Leon Hess,Jets,Owner,Owner,1983,0
Jim Kensil,Jets,President/General Manager,President/General Manager,1983,1
Leon Hess,Jets,Owner,Owner,1984,0
Jim Kensil,Jets,President/General Manager,President/General Manager,1984,1
Leon Hess,Jets,Owner,Owner,1985,0
Jim Kensil,Jets,President/General Manager,President/General Manager,1985,1
Leon Hess,Jets,Owner,Owner,1986,0
Jim Kensil,Jets,President/General Manager,President/General Manager,1986,1
Leon Hess,Jets,Owner,Owner,1987,0
Jim Kensil,Jets,President/General Manager,President/General Manager,1987,1
Mike Hickey,Jets,Director of College Scouting,Director,1988,0
Jim Royer,Jets,Director of Pro Personnel,Director,1988,0
Joe Walton,Jets,Head Coach/de facto General Manager,Head Coach/General Manager,1988,1
Leon Hess,Jets,Owner,Owner,1988,0
Mike Hickey,Jets,Director of College Scouting,Director,1989,0
Jim Royer,Jets,Director of Pro Personnel,Director,1989,0
Joe Walton,Jets,Head Coach/de facto General Manager,Head Coach/General Manager,1989,1
Leon Hess,Jets,Owner,Owner,1989,0
Dick Steinberg,Jets,General Manager,General Manager,1990,1
Leon Hess,Jets,Owner,Owner,1990,0
Dick Haley,Jets,Director of Player Personnel,Director,1991,0
Dick Steinberg,Jets,General Manager,General Manager,1991,1
Leon Hess,Jets,Owner,Owner,1991,0
Dick Haley,Jets,Director of Player Personnel,Director,1992,0
Dick Steinberg,Jets,General Manager,General Manager,1992,1
Leon Hess,Jets,Owner,Owner,1992,0
Dick Haley,Jets,Director of Player Personnel,Director,1993,0
Dick Steinberg,Jets,General Manager,General Manager,1993,1
Leon Hess,Jets,Owner,Owner,1993,0
Dick Haley,Jets,Director of Player Personnel,Director,1994,0
Dick Steinberg,Jets,General Manager,General Manager,1994,1
